Crop_Type,SOC,N_Content,P_Content,K_Content,pH,Fertilizer_Type,Fertilizer_Amount,Temperature,Rainfall,Humidity,Carbon_Footprint
Wheat,1.51,54.2,29.3,60.3,6.57,Ammonium Nitrate,229.3,30.8,782.3,65.8,951.7
Soybeans,1.3,89.9,51.1,59.8,7.02,None,0.0,27.0,1212.7,58.5,252.7
Rice,1.99,71.3,37.6,48.3,5.38,NPK_15-15-15,269.2,30.0,200.0,72.9,1367.7
Rice,1.77,117.7,40.2,48.7,5.75,Urea,193.4,31.0,479.7,62.5,1582.0
Soybeans,2.84,104.1,13.1,79.1,7.25,Organic,44.5,11.3,1461.5,68.6,32.8
Soybeans,0.71,71.2,41.4,29.8,6.77,NPK_15-15-15,91.6,25.3,200.0,75.1,298.8
Vegetables,2.24,92.9,43.0,63.4,5.97,Urea,246.8,20.5,1135.0,73.0,845.8
Vegetables,2.65,65.2,29.0,58.5,7.24,Organic,283.0,29.3,604.9,79.9,283.5
Wheat,3.69,75.8,66.3,77.0,7.24,Ammonium Nitrate,182.1,19.6,939.1,71.5,470.5
Wheat,1.81,66.0,5.0,36.5,6.59,Organic,165.8,18.0,1344.8,53.6,249.4
Soybeans,2.46,94.2,46.8,65.2,5.77,None,0.0,16.0,952.6,40.0,28.9
Wheat,0.76,110.8,45.7,71.9,6.11,Organic,125.7,21.9,1352.1,67.5,382.2
Soybeans,0.5,95.0,43.1,26.9,6.6,None,0.0,28.3,677.7,67.7,252.0
Soybeans,2.88,98.0,37.6,43.5,6.27,None,0.0,24.8,723.9,88.1,67.0
Vegetables,2.2,98.1,43.3,63.2,7.06,NPK_15-15-15,193.3,17.2,1125.4,63.6,454.2
Rice,3.14,88.8,48.0,75.3,5.33,Organic,163.2,34.7,696.2,69.5,1050.8
Rice,1.1,46.5,24.1,68.6,5.35,Urea,377.0,26.9,1059.1,74.3,2148.5
Corn,2.62,117.5,39.5,76.2,6.53,NPK_15-15-15,234.6,27.5,1264.3,71.2,584.1
Wheat,3.7,120.1,32.3,43.4,6.06,Urea,260.6,30.2,1153.9,75.1,625.1
Corn,2.54,69.2,18.6,33.2,5.96,Urea,218.8,15.0,297.4,55.2,708.2
Wheat,2.42,65.7,45.8,66.7,5.16,Urea,228.1,18.8,730.5,53.3,636.2
Wheat,2.21,90.3,26.5,40.4,6.41,Ammonium Nitrate,270.8,27.8,948.6,61.6,983.8
Rice,0.94,88.8,12.5,47.7,6.36,Urea,410.5,19.3,764.6,38.9,2180.6
Wheat,3.28,70.0,26.9,83.6,6.86,NPK_15-15-15,189.3,22.1,877.8,64.5,271.8
Corn,1.71,43.7,23.0,68.8,6.45,Urea,435.6,23.1,953.3,57.1,1367.1
Corn,2.6,82.6,50.4,53.6,6.31,Urea,339.5,16.9,665.7,68.9,988.3
Soybeans,0.95,88.8,37.3,51.0,7.22,Organic,83.5,21.6,782.3,61.8,286.1
Rice,1.26,93.1,55.7,77.4,5.48,Ammonium Nitrate,290.7,28.3,436.6,52.8,2027.1
Corn,3.35,83.7,25.0,69.2,6.78,NPK_15-15-15,440.3,27.3,682.8,80.7,661.8
Wheat,1.92,68.2,48.1,40.7,5.23,Ammonium Nitrate,190.9,29.3,315.7,66.0,783.5
Soybeans,3.36,99.9,77.6,26.0,5.81,None,0.0,28.8,890.8,75.4,-13.9
Corn,2.14,76.6,40.3,102.6,5.55,NPK_15-15-15,266.2,25.6,782.4,67.2,586.9
Wheat,0.73,63.4,47.9,40.6,6.95,Ammonium Nitrate,130.8,25.2,529.5,70.6,743.7
Corn,2.91,70.5,45.4,75.6,6.35,Ammonium Nitrate,405.2,24.8,1474.8,48.7,1435.5
Corn,1.73,31.4,13.7,95.2,6.39,Urea,267.2,20.2,764.1,80.3,913.6
Wheat,2.76,70.4,43.8,68.0,5.63,Ammonium Nitrate,269.0,18.1,950.3,75.5,974.9
Wheat,2.22,92.2,39.6,53.0,6.19,NPK_15-15-15,163.4,19.9,626.5,64.8,408.0
Wheat,0.97,83.5,31.1,36.5,5.87,Urea,239.1,21.8,705.0,68.5,837.8
Soybeans,2.33,113.0,21.7,36.2,6.67,Organic,59.4,20.1,963.5,77.0,105.7
Vegetables,3.96,68.4,45.4,72.5,5.71,NPK_15-15-15,239.7,25.7,733.7,60.5,308.4
Wheat,2.59,87.2,20.4,94.0,7.33,Ammonium Nitrate,277.5,24.5,851.2,46.0,984.2
Rice,2.15,94.8,67.0,57.1,5.23,NPK_15-15-15,194.7,25.1,1132.4,60.8,1369.2
Soybeans,3.06,133.6,36.7,53.9,5.84,Organic,43.9,25.3,668.7,66.8,26.9
Rice,2.37,78.6,16.7,78.9,7.57,Urea,339.3,29.7,383.7,64.6,1813.7
Rice,2.37,48.9,27.3,51.3,6.1,Ammonium Nitrate,382.5,23.5,315.8,80.8,2092.5
Corn,1.33,96.2,30.8,70.5,5.48,Urea,261.7,28.7,1353.5,53.5,1048.5
Corn,2.39,121.6,71.2,65.8,6.55,Urea,381.4,26.2,1175.9,55.0,1237.0
Vegetables,3.03,66.9,21.7,56.8,6.07,Organic,246.8,29.4,1079.5,52.3,203.4
Soybeans,1.53,96.0,33.3,64.7,5.81,Organic,4.6,31.9,697.4,70.1,234.1
Wheat,3.34,105.7,26.9,100.3,5.63,Ammonium Nitrate,205.4,26.5,383.4,46.7,642.9
Rice,2.13,100.4,42.5,77.1,8.34,Urea,384.7,24.0,751.2,73.9,1977.1
Corn,1.49,78.1,27.2,86.9,6.22,Urea,375.3,24.0,817.3,53.8,1272.4
Corn,3.0,57.5,17.9,46.6,5.05,Urea,448.8,21.1,454.0,55.7,1182.2
Rice,1.97,73.0,32.1,86.9,7.45,Urea,167.5,20.9,335.6,86.2,1466.2
Wheat,2.81,86.5,30.5,77.8,6.83,None,0.0,28.2,244.4,79.8,139.5
Soybeans,1.97,97.7,26.1,35.0,5.86,NPK_15-15-15,63.5,18.5,1080.1,66.4,186.9
Wheat,2.15,83.3,26.9,75.8,5.75,Ammonium Nitrate,227.9,31.9,428.1,49.3,802.6
Rice,2.59,65.5,52.8,54.7,6.87,Ammonium Nitrate,362.2,22.7,958.3,89.2,2160.8
Vegetables,2.43,88.9,30.2,34.1,6.23,Urea,309.0,38.0,710.8,62.6,971.5
Soybeans,0.6,96.5,18.0,67.6,5.05,Organic,51.9,19.9,1056.4,68.0,358.8
Wheat,1.3,84.5,28.1,75.8,7.65,Ammonium Nitrate,297.9,24.8,967.5,75.9,1180.7
Wheat,2.94,54.1,35.8,68.0,6.1,NPK_15-15-15,162.3,21.7,768.8,41.4,226.0
Rice,2.09,70.5,15.0,62.8,7.45,NPK_15-15-15,281.1,19.4,895.7,57.3,1406.4
Corn,1.78,98.7,59.4,58.4,7.29,NPK_15-15-15,188.3,29.0,811.4,64.2,583.1
Rice,1.11,40.4,48.0,114.3,5.7,Urea,278.9,17.8,634.6,66.6,1794.4
Soybeans,1.34,22.7,56.5,41.3,7.12,None,0.0,20.0,1193.0,49.4,157.4
Corn,0.58,112.7,40.9,82.5,5.94,Urea,257.3,26.5,701.9,68.9,1109.1
Corn,2.12,87.8,5.0,65.3,5.09,Ammonium Nitrate,200.7,27.4,819.6,65.4,929.8
Corn,1.72,90.2,58.0,47.9,6.1,Urea,383.4,16.3,354.7,85.0,1206.7
Corn,1.43,48.1,22.0,64.0,6.68,NPK_15-15-15,376.8,26.5,945.9,77.0,742.8
Vegetables,2.15,93.4,23.3,37.1,6.08,NPK_15-15-15,124.8,24.2,636.3,61.8,382.7
Soybeans,2.49,81.9,37.3,53.1,6.19,None,0.0,18.7,683.1,62.6,62.4
Wheat,3.87,35.4,55.7,64.1,7.2,Urea,177.0,19.4,556.2,77.2,378.3
Corn,0.99,110.6,50.8,34.0,6.47,Urea,371.6,12.9,806.6,68.4,1268.9
Wheat,3.13,79.0,48.6,75.1,5.81,Ammonium Nitrate,281.5,32.4,200.0,48.5,857.3
Wheat,2.98,65.1,30.3,45.7,6.89,Urea,263.8,28.8,1088.8,90.0,783.3
Corn,1.58,65.6,30.1,36.0,6.54,Ammonium Nitrate,278.8,16.8,836.5,53.1,1070.8
Rice,2.36,24.6,40.2,43.4,4.63,Ammonium Nitrate,387.1,27.7,686.5,90.0,2288.2
Rice,1.83,89.8,33.0,108.5,6.7,Urea,219.8,20.5,308.1,70.1,1574.2
Wheat,2.35,81.5,48.3,25.4,6.67,Organic,162.6,28.3,1001.6,57.4,229.8
Wheat,3.41,70.1,47.5,73.7,6.41,None,0.0,20.9,628.0,36.6,41.2
Corn,2.68,107.0,43.9,50.0,7.02,NPK_15-15-15,365.7,21.6,1307.1,74.3,714.8
Rice,2.61,40.4,5.0,58.0,5.93,Urea,284.6,22.0,1020.2,46.4,1690.8
Wheat,1.86,60.1,36.9,77.1,6.64,Ammonium Nitrate,175.3,20.1,1387.1,69.3,784.9
Wheat,1.01,53.7,33.4,76.1,5.3,Urea,173.5,30.8,897.9,88.2,838.0
Vegetables,2.03,68.0,37.5,51.4,6.68,Urea,172.7,28.2,1227.2,51.3,679.0
Wheat,3.17,76.7,23.7,37.8,7.77,Urea,250.5,24.1,1012.0,73.9,734.0
Corn,0.98,85.8,15.1,77.4,5.7,Ammonium Nitrate,433.8,28.8,692.2,55.3,1646.9
Corn,1.36,66.3,41.9,76.0,5.87,Urea,392.3,15.0,915.5,78.6,1251.2
Wheat,2.3,53.1,29.7,59.3,5.9,Ammonium Nitrate,229.2,17.1,558.1,65.8,854.2
Corn,1.41,117.2,43.6,73.8,6.49,Ammonium Nitrate,390.4,26.0,1574.1,64.8,1560.5
Wheat,1.57,135.3,24.9,56.1,5.66,Urea,116.1,27.3,814.7,79.5,558.7
Vegetables,1.86,78.6,56.2,48.5,6.69,Urea,172.2,25.0,859.2,72.5,677.3
Wheat,1.11,56.1,50.0,65.1,6.99,Ammonium Nitrate,229.1,13.7,986.5,55.3,908.2
Rice,1.42,111.9,39.5,75.4,6.77,NPK_15-15-15,234.2,18.0,469.6,86.4,1419.1
Wheat,2.76,38.8,31.8,71.2,5.16,NPK_15-15-15,123.5,25.7,1312.5,46.6,250.9
Wheat,1.15,66.6,47.8,75.2,7.1,Urea,238.9,36.1,491.1,68.3,861.4
Wheat,0.92,57.6,40.9,49.8,7.06,NPK_15-15-15,224.4,29.8,412.0,55.1,561.6
Vegetables,1.7,46.0,38.6,96.6,6.98,NPK_15-15-15,331.9,31.7,791.7,47.2,712.9
Rice,2.79,68.0,50.6,58.2,6.66,NPK_15-15-15,304.7,25.3,402.2,51.4,1318.7
Vegetables,2.04,53.4,56.4,62.6,6.55,None,0.0,25.2,1396.7,64.4,227.7
Vegetables,1.83,75.3,16.2,38.6,7.12,NPK_15-15-15,222.8,18.1,769.3,69.2,545.3
Corn,2.24,75.7,19.2,61.1,7.75,Organic,304.8,28.4,200.0,77.7,370.4
Corn,0.8,59.5,23.3,75.6,5.73,Urea,201.4,23.1,920.0,82.7,904.3
Corn,2.6,65.7,12.5,80.3,7.15,Urea,222.6,27.1,1043.7,68.3,815.1
Corn,2.51,69.2,34.1,96.2,6.34,Ammonium Nitrate,266.0,23.7,702.5,59.7,1005.2
Corn,1.87,95.2,44.0,75.4,6.31,Urea,317.7,25.0,375.4,77.5,1102.3
Wheat,3.0,71.3,34.7,70.5,5.32,NPK_15-15-15,247.3,23.0,813.8,57.6,458.1
Corn,1.3,95.6,27.0,56.1,6.2,NPK_15-15-15,310.1,24.7,681.4,45.9,719.5
Rice,3.1,89.6,51.9,51.8,5.7,Urea,355.2,28.7,508.5,76.3,1855.1
Soybeans,2.32,89.3,37.1,84.4,6.08,Urea,63.4,16.9,477.7,80.9,275.7
Corn,1.93,109.7,40.1,84.0,5.63,Urea,302.3,15.7,904.7,55.1,1028.6
Soybeans,2.18,47.0,52.3,43.5,6.09,NPK_15-15-15,12.7,25.7,1166.1,88.5,189.7
Rice,2.11,63.2,33.2,79.5,6.12,Urea,242.5,31.0,1011.5,72.0,1694.5
Corn,3.18,119.1,65.9,78.0,6.47,None,0.0,32.3,245.2,70.2,152.7
Wheat,1.34,68.6,28.3,42.7,5.27,Organic,228.8,17.1,1065.4,58.8,307.1
Wheat,1.59,10.0,65.0,75.8,5.39,Organic,250.3,21.4,1120.4,77.2,306.5
Vegetables,3.03,69.9,20.4,44.0,6.65,NPK_15-15-15,251.0,15.8,1337.8,46.7,403.1
Soybeans,1.72,78.4,42.8,16.4,5.84,NPK_15-15-15,68.7,20.6,517.5,60.9,143.0
Soybeans,2.92,10.0,25.4,61.8,7.15,Urea,83.1,29.3,830.2,56.2,204.8
Rice,3.56,108.3,51.8,70.2,6.56,Ammonium Nitrate,167.5,23.4,1048.6,49.3,1416.3
Corn,1.88,57.2,27.8,62.7,6.82,NPK_15-15-15,417.0,21.6,665.4,75.4,724.7
Soybeans,2.75,83.2,39.4,122.3,7.39,None,0.0,26.3,1043.2,69.1,100.2
Soybeans,1.28,69.4,25.2,72.6,6.18,None,0.0,19.4,841.6,74.7,238.4
Vegetables,2.8,42.8,49.1,67.9,6.0,NPK_15-15-15,199.2,31.8,553.7,61.7,392.7
Rice,2.36,48.2,25.2,73.6,7.01,Urea,236.6,23.5,583.6,76.8,1565.9
Rice,2.58,51.6,60.3,56.2,6.76,Urea,257.4,21.4,1287.3,65.9,1649.8
Soybeans,1.68,102.1,20.1,83.6,6.27,Organic,20.8,26.6,501.3,59.3,184.0
Rice,0.87,71.3,14.8,72.2,7.37,Urea,365.1,28.4,441.2,57.3,2090.0
Vegetables,2.6,62.0,49.3,71.3,6.25,Urea,137.4,31.8,970.5,41.2,513.3
Vegetables,0.55,51.6,26.1,52.5,6.42,NPK_15-15-15,137.3,22.4,839.3,79.0,591.5
Rice,1.95,104.9,34.9,33.7,6.41,None,0.0,29.1,390.9,77.6,1108.6
Soybeans,2.95,111.6,30.2,55.0,5.75,Organic,43.3,24.0,668.2,90.0,94.7
Soybeans,2.35,104.6,15.3,70.7,6.45,NPK_15-15-15,38.5,20.3,564.1,61.0,93.5
Corn,3.76,87.3,33.8,56.1,7.38,Ammonium Nitrate,441.6,19.5,625.4,57.0,1345.5
Vegetables,3.02,82.2,54.0,70.8,6.71,NPK_15-15-15,273.1,17.8,1733.7,44.6,492.4
Wheat,1.68,44.6,50.0,60.4,6.42,Urea,224.7,19.6,744.1,76.5,753.5
Soybeans,2.22,68.9,38.5,73.6,6.29,NPK_15-15-15,19.8,29.3,541.6,73.8,141.6
Rice,2.16,57.9,51.7,45.5,6.63,Ammonium Nitrate,213.5,27.2,1557.6,83.6,1803.6
Vegetables,0.93,29.4,19.1,68.9,6.92,Organic,334.3,17.0,1160.9,54.0,398.6
Rice,1.45,101.4,30.1,52.2,6.83,Urea,246.7,14.4,1103.7,73.6,1707.2
Corn,1.75,57.6,40.9,34.2,6.17,Urea,285.4,17.7,558.4,58.7,937.6
Vegetables,0.57,104.9,33.0,61.7,6.63,NPK_15-15-15,193.2,19.5,1267.0,81.1,615.5
Corn,2.24,97.0,31.3,95.7,6.74,Ammonium Nitrate,358.9,21.9,1135.7,71.4,1391.2
Rice,2.0,88.9,17.0,35.8,5.69,Urea,359.3,29.6,901.5,46.3,1910.8
Vegetables,0.86,90.3,5.0,67.4,6.52,Organic,106.6,20.7,249.3,63.4,425.2
Vegetables,2.52,59.6,47.3,81.0,4.89,NPK_15-15-15,251.0,32.2,843.0,41.6,480.4
Wheat,2.77,121.4,38.6,111.0,6.74,NPK_15-15-15,177.2,14.8,1455.5,51.0,342.8
Wheat,2.38,76.1,48.5,55.1,6.86,NPK_15-15-15,208.0,21.7,927.1,51.8,446.8
Rice,1.94,82.5,28.4,52.4,6.92,Urea,365.8,27.6,718.2,57.3,1968.2
Rice,2.67,58.8,24.3,41.7,6.12,Organic,393.6,27.9,770.0,61.8,1088.2
Rice,2.74,51.7,35.1,87.8,6.62,Organic,229.8,21.8,794.3,67.0,1051.0
Wheat,2.45,86.9,47.8,47.7,7.4,Urea,206.9,28.7,570.1,66.4,622.3
Soybeans,1.54,80.4,31.5,57.6,7.39,Urea,67.5,27.7,835.6,64.7,289.3
Soybeans,2.42,55.3,47.0,28.0,6.38,NPK_15-15-15,45.4,20.0,1355.0,69.0,172.4
Soybeans,3.16,39.0,19.9,82.7,6.5,Organic,48.3,25.1,1315.3,50.0,-54.2
Corn,1.72,43.3,32.6,88.2,7.18,Urea,417.7,27.2,586.0,65.9,1248.9
Wheat,3.88,104.9,33.9,81.9,5.35,NPK_15-15-15,220.2,20.3,1296.6,82.2,307.3
Corn,1.78,59.7,53.4,32.9,6.17,Ammonium Nitrate,292.1,32.3,1116.4,63.0,1200.1
Wheat,2.23,66.5,38.1,77.1,7.33,Ammonium Nitrate,132.0,19.2,1071.7,70.9,596.6
Rice,1.66,111.3,61.2,31.5,7.08,NPK_15-15-15,264.3,24.2,1001.2,69.8,1524.5
Vegetables,2.38,46.9,14.8,66.2,6.66,NPK_15-15-15,175.0,17.0,524.4,75.3,365.3
Rice,0.81,56.8,36.9,69.1,5.35,NPK_15-15-15,181.6,24.0,708.0,68.4,1428.7
Corn,1.76,55.8,37.7,71.2,6.37,Ammonium Nitrate,398.1,18.0,1141.5,75.1,1558.1
Corn,1.33,115.5,44.3,75.7,5.99,Ammonium Nitrate,368.0,22.0,427.6,71.1,1465.1
Soybeans,2.31,124.8,22.8,64.8,6.63,Organic,55.9,15.2,485.7,72.9,108.2
Wheat,3.0,93.8,60.3,25.8,5.83,Urea,150.2,27.7,957.2,70.3,512.9
Corn,2.72,94.6,35.2,75.7,5.68,Ammonium Nitrate,435.3,25.4,573.7,52.9,1473.2
Corn,0.5,60.5,18.7,67.0,4.95,Ammonium Nitrate,375.9,29.2,1138.4,51.0,1597.2
Soybeans,3.83,123.7,34.8,46.9,7.26,Organic,99.9,21.7,586.0,60.8,-98.2
Corn,2.44,81.7,30.3,33.6,6.12,NPK_15-15-15,349.5,29.4,935.5,83.6,723.4
Soybeans,1.58,96.3,76.7,95.8,6.51,NPK_15-15-15,36.3,23.7,964.8,62.9,240.2
Soybeans,2.33,72.4,50.7,89.6,6.4,NPK_15-15-15,85.4,24.1,681.3,68.7,206.6
Corn,2.34,68.3,35.7,79.1,5.65,Urea,324.5,34.5,766.1,41.4,965.4
Corn,1.67,116.6,33.3,51.5,5.52,None,0.0,21.0,612.0,67.3,380.9
Vegetables,2.36,88.5,49.3,14.7,5.7,Organic,297.5,29.9,843.5,66.0,283.4
Rice,1.71,111.3,50.0,80.3,5.89,Urea,156.8,26.0,513.4,32.9,1392.1
Rice,1.88,81.4,5.0,72.3,6.66,Urea,372.1,20.5,771.8,68.5,1924.9
Soybeans,1.65,53.8,44.6,57.5,5.84,Organic,11.7,16.7,1112.0,45.2,120.5
Vegetables,1.05,60.4,35.4,87.5,7.62,Organic,148.6,18.1,452.1,56.3,319.6
Vegetables,2.32,77.6,15.3,82.0,7.12,NPK_15-15-15,285.4,29.4,679.5,76.9,569.5
Soybeans,2.67,59.3,48.2,68.5,6.97,Organic,99.4,32.5,1031.4,66.9,130.9
Rice,2.61,47.3,68.7,65.7,6.32,Urea,243.5,24.0,200.0,59.6,1548.4
Corn,2.86,105.0,43.4,66.0,7.46,Urea,316.0,24.2,1499.5,58.6,978.6
Soybeans,2.46,61.4,51.5,78.6,6.25,None,0.0,27.5,1215.8,60.0,111.8
Wheat,1.77,78.5,62.1,47.9,6.38,Organic,294.4,23.9,311.6,66.9,256.9
Rice,2.87,82.4,22.5,73.5,6.52,Ammonium Nitrate,331.6,29.2,200.0,50.6,1985.7
Vegetables,1.11,60.3,7.1,46.6,6.89,NPK_15-15-15,216.5,25.0,860.4,78.5,594.5
Corn,1.48,111.3,44.9,91.7,6.85,Urea,197.7,24.2,457.9,51.2,791.0
Wheat,1.43,47.1,31.3,75.6,6.07,Ammonium Nitrate,137.2,19.9,1186.5,44.3,706.3
Corn,3.06,81.5,14.4,51.2,6.03,NPK_15-15-15,385.7,18.6,987.9,76.9,584.2
Wheat,2.95,81.2,33.8,66.6,6.85,Ammonium Nitrate,109.5,10.0,893.2,59.8,361.8
Corn,2.59,73.6,45.9,47.9,6.9,Ammonium Nitrate,347.7,29.9,650.4,65.8,1234.5
Corn,3.06,42.6,32.8,95.1,6.12,Urea,357.6,22.7,1410.0,72.9,1006.2
Corn,1.5,96.8,23.2,97.5,5.29,NPK_15-15-15,384.7,21.4,1113.7,56.4,817.6
Wheat,2.48,93.6,31.6,78.9,6.25,Ammonium Nitrate,152.5,13.4,1061.1,66.6,630.6
Soybeans,2.1,58.1,34.7,96.1,6.84,Organic,94.6,20.2,1270.0,72.8,226.6
Wheat,2.88,92.7,6.1,68.0,7.66,NPK_15-15-15,105.4,19.5,493.4,84.7,236.8
Vegetables,2.11,84.4,32.9,80.3,5.56,Organic,142.6,19.4,1299.7,58.9,305.3
Rice,1.89,43.0,14.8,89.5,6.1,Ammonium Nitrate,392.0,25.2,757.4,59.4,2265.4
Rice,2.63,53.7,44.9,64.9,6.13,Ammonium Nitrate,271.2,24.1,967.2,71.8,1833.4
Vegetables,2.9,103.5,11.6,66.4,7.35,NPK_15-15-15,176.3,16.4,795.2,67.5,390.4
Corn,1.67,82.7,50.2,83.7,6.38,NPK_15-15-15,402.8,16.8,200.0,63.4,721.7
Vegetables,2.15,60.9,28.9,77.9,5.76,Organic,170.7,16.7,1185.1,84.1,329.3
Corn,1.35,53.5,26.9,49.9,6.79,NPK_15-15-15,189.9,32.9,211.4,44.8,543.6
Vegetables,0.5,62.1,39.4,21.3,6.12,Ammonium Nitrate,228.6,31.3,511.7,47.9,1032.5
Corn,2.36,63.9,22.0,61.5,5.54,Urea,210.2,19.1,691.5,44.9,674.8
Vegetables,2.69,53.9,39.2,23.1,5.78,Urea,252.8,13.2,200.0,79.4,652.6
Wheat,2.41,31.5,24.0,45.2,7.61,Urea,103.2,24.2,464.8,71.2,437.2
Vegetables,0.64,103.5,26.6,47.5,6.67,NPK_15-15-15,176.7,23.7,935.7,48.6,642.4
Corn,1.92,99.3,41.1,53.6,6.48,Ammonium Nitrate,431.0,25.1,728.7,63.5,1546.6
Wheat,0.5,43.2,17.9,81.4,6.23,Urea,299.4,27.4,757.5,64.7,1026.8
Vegetables,3.3,78.4,16.0,85.8,6.6,Urea,122.1,25.8,529.7,38.5,329.3
Wheat,1.33,52.4,38.7,75.2,6.6,NPK_15-15-15,249.7,17.7,866.2,67.3,542.3
Wheat,3.2,68.5,34.6,77.7,6.6,Ammonium Nitrate,157.2,25.0,736.2,50.9,480.7
Wheat,2.96,66.4,37.5,78.1,6.48,NPK_15-15-15,291.2,27.9,275.7,73.5,433.4
Wheat,1.48,64.3,39.9,15.1,7.01,None,0.0,19.7,779.7,51.2,223.1
Wheat,1.29,125.1,35.9,65.2,6.42,Ammonium Nitrate,248.0,25.1,415.3,67.6,1040.0
Wheat,2.48,64.0,44.1,29.1,5.72,NPK_15-15-15,259.8,20.6,1164.2,80.5,498.6
Vegetables,1.52,54.8,36.5,75.2,5.97,None,0.0,33.9,713.0,76.7,313.5
Corn,2.28,55.9,5.0,23.1,5.01,NPK_15-15-15,358.9,16.6,1732.5,71.1,687.5
Rice,1.81,101.1,8.8,61.4,7.82,Urea,329.4,29.5,1188.4,64.0,1962.9
Vegetables,0.78,33.7,63.9,76.0,7.0,Organic,176.4,14.8,804.4,47.0,352.8
Vegetables,0.5,55.9,35.0,42.6,5.82,Urea,181.8,32.8,1052.8,59.7,927.0
Wheat,2.38,111.2,49.3,84.2,6.2,None,0.0,17.6,200.0,62.3,128.8
Wheat,1.75,81.1,29.8,75.1,5.95,NPK_15-15-15,137.4,24.5,1186.8,61.4,397.0
Rice,1.76,79.8,34.1,72.6,7.48,Urea,350.7,15.0,562.9,46.6,1945.9
Corn,2.76,128.3,28.2,79.0,5.41,Ammonium Nitrate,202.4,16.5,881.4,70.2,810.0
Wheat,3.14,81.2,72.0,57.8,6.48,None,0.0,28.2,595.3,50.8,23.5
Rice,1.98,57.3,38.8,68.0,6.32,Ammonium Nitrate,345.5,28.8,632.5,83.6,2130.6
Wheat,1.93,67.9,27.0,65.2,6.98,NPK_15-15-15,167.4,24.7,786.6,66.8,377.6
Corn,2.6,46.6,10.2,64.7,6.33,Ammonium Nitrate,335.6,27.4,876.9,76.8,1274.2
Vegetables,1.11,106.4,64.6,51.6,5.17,None,0.0,28.9,840.6,76.5,379.2
Vegetables,2.38,89.4,32.6,40.1,6.22,Ammonium Nitrate,289.7,19.9,849.3,89.9,1110.1
Wheat,2.64,103.1,46.2,58.3,5.72,Ammonium Nitrate,269.1,16.2,281.0,67.2,868.1
Wheat,2.74,105.3,47.8,57.2,6.46,NPK_15-15-15,102.4,23.4,1666.2,60.3,236.0
Rice,0.65,64.6,28.1,50.3,7.4,Urea,204.2,20.5,931.2,60.6,1739.3
Soybeans,1.59,51.4,45.1,82.0,5.18,Organic,90.5,25.5,1003.1,83.0,282.8
Wheat,1.5,73.7,25.9,41.6,5.84,Urea,197.6,26.3,731.0,49.2,712.1
Corn,2.28,53.2,20.1,61.6,6.01,NPK_15-15-15,430.1,20.0,544.0,54.5,699.6
Vegetables,2.58,79.1,52.5,88.3,6.13,NPK_15-15-15,307.4,27.2,902.9,67.8,620.9
Soybeans,3.4,103.3,32.6,83.2,6.92,Organic,28.6,26.9,951.2,63.2,47.5
Vegetables,1.8,70.8,42.8,89.3,6.28,Urea,225.8,27.3,1305.6,76.6,881.9
Soybeans,1.8,78.7,41.2,53.2,6.69,Organic,37.2,21.4,1577.2,48.9,105.3
Wheat,3.12,72.7,44.6,80.7,5.96,Urea,146.2,27.6,1367.0,64.2,445.8
Rice,2.44,95.1,11.7,43.7,6.56,Urea,433.2,26.2,231.7,62.8,2025.5
Vegetables,3.21,58.3,26.2,59.5,6.94,None,0.0,26.8,688.9,52.1,127.4
Vegetables,2.43,20.1,30.1,61.4,5.89,Urea,142.6,32.2,967.5,75.5,612.9
Corn,1.27,86.8,22.5,53.5,6.95,NPK_15-15-15,190.4,25.2,709.9,63.9,564.4
Corn,1.13,99.7,41.4,57.8,6.44,Organic,282.6,20.3,834.7,63.4,460.3
Rice,0.96,86.2,52.8,55.1,7.13,Ammonium Nitrate,379.1,17.7,200.0,55.1,2219.7
Soybeans,2.73,59.0,55.2,45.4,6.26,NPK_15-15-15,10.1,29.4,1170.0,60.6,116.8
Vegetables,3.15,46.6,29.9,82.1,6.67,Organic,346.2,25.4,200.0,52.7,92.8
Corn,3.68,87.4,39.4,61.4,6.37,Ammonium Nitrate,402.8,32.2,299.6,75.4,1350.0
Wheat,2.87,78.5,41.7,69.0,6.33,Organic,145.7,12.9,494.9,77.4,102.4
Rice,3.13,71.9,44.3,68.3,6.58,Urea,215.7,28.2,815.9,85.2,1506.3
Vegetables,1.74,120.6,21.8,66.1,6.78,Urea,283.1,22.1,282.0,70.2,930.5
Soybeans,1.27,51.3,62.3,66.9,5.53,NPK_15-15-15,9.3,21.7,478.9,60.9,169.0
Soybeans,2.88,119.4,48.9,58.9,7.4,Organic,6.1,19.5,1252.1,59.4,59.2
Wheat,2.53,75.8,49.3,93.4,5.1,Urea,114.0,28.2,810.7,70.9,423.4
Rice,2.29,29.1,53.1,80.2,5.92,NPK_15-15-15,383.9,26.7,1001.7,67.4,1526.9
Rice,2.51,70.5,43.0,65.4,6.33,NPK_15-15-15,410.5,17.6,417.3,62.9,1446.6
Corn,2.46,99.0,19.6,56.1,6.69,Organic,230.4,24.4,831.2,61.9,291.4
Vegetables,3.23,65.9,32.9,62.6,7.5,Organic,231.3,27.2,802.4,79.1,194.9
Soybeans,3.24,38.1,10.2,73.4,5.1,NPK_15-15-15,65.6,24.4,571.7,59.8,29.7
Vegetables,2.64,70.9,41.2,95.0,6.04,NPK_15-15-15,111.6,29.3,832.1,81.2,425.5
