Crop_Type,Soil_Organic_Carbon,N_Content,P_Content,K_Content,pH,Fertilizer_Type,Fertilizer_Amount,Temperature,Rainfall,Humidity,Carbon_Footprint,Sustainability_Level,Carbon_Credits
Wheat,1.11,99.8,31.6,81.0,6.77,Ammonium Nitrate,201.3,28.5,610.1,66.1,929.8,Medium,0.07
Wheat,2.35,93.7,31.5,79.2,6.27,NPK_15-15-15,161.0,26.4,498.0,57.1,363.7,High,0.636
Wheat,1.67,82.4,23.0,75.1,6.26,Ammonium Nitrate,104.3,13.2,863.2,65.0,449.6,Medium,0.55
Corn,2.54,86.3,36.9,51.8,6.76,Ammonium Nitrate,306.9,24.9,1256.4,56.4,1947.7,Low,0.0
Soybeans,2.22,72.4,44.2,68.5,7.29,None,0.0,19.5,1412.8,55.6,48.4,High,0.952
Rice,1.69,119.4,53.1,48.0,6.49,Ammonium Nitrate,269.6,29.2,1128.4,61.0,2868.1,Low,0.0
Corn,2.59,38.0,12.7,65.3,6.07,Urea,451.6,16.0,860.2,63.6,2131.0,Low,0.0
Wheat,3.64,78.5,31.3,71.6,5.7,Urea,165.4,21.6,944.4,65.4,1051.0,Medium,0.0
Corn,2.05,76.6,41.7,98.6,5.39,Organic,376.2,25.4,854.1,76.0,358.9,High,0.641
Vegetables,2.78,95.3,43.8,38.8,6.87,NPK_15-15-15,150.9,23.8,490.9,59.0,441.0,Medium,0.559
Vegetables,1.17,53.9,35.1,74.6,6.8,Organic,151.0,27.5,858.6,67.4,135.6,High,0.864
Vegetables,1.43,31.4,43.1,94.6,6.8,Ammonium Nitrate,148.0,15.6,382.8,66.4,576.4,Medium,0.424
Rice,2.58,78.9,22.9,80.2,6.31,Urea,436.0,32.1,806.6,57.7,4269.0,Low,0.0
Corn,3.39,82.0,58.4,81.7,7.38,Ammonium Nitrate,371.4,26.2,1422.6,65.9,2738.0,Low,0.0
Vegetables,2.48,112.2,49.9,76.8,6.06,None,0.0,30.6,1138.0,77.0,162.5,High,0.838
Rice,1.95,43.2,14.8,91.0,7.07,Urea,151.8,28.0,526.9,67.2,2021.4,Low,0.0
Vegetables,2.2,103.9,18.9,43.3,6.37,NPK_15-15-15,227.0,23.4,824.6,67.7,566.2,Medium,0.434
Vegetables,1.2,134.2,19.3,37.3,5.97,NPK_15-15-15,115.5,16.8,558.0,56.5,170.8,High,0.829
Vegetables,2.68,65.6,45.2,64.9,6.81,NPK_15-15-15,171.9,20.6,828.1,88.6,480.4,Medium,0.52
Rice,2.91,42.7,15.7,21.8,6.69,Urea,216.7,31.8,1214.4,57.2,3103.8,Low,0.0
Rice,1.84,64.8,30.0,89.6,6.65,Urea,255.9,30.7,1078.6,45.0,2848.2,Low,0.0
Vegetables,1.82,75.4,41.8,89.4,6.46,NPK_15-15-15,344.7,20.3,1719.5,75.3,937.5,Medium,0.062
Rice,2.41,89.1,34.0,56.3,6.37,Organic,322.4,10.0,1267.4,63.6,1217.9,Low,0.0
Corn,1.85,60.2,38.9,57.6,8.07,None,0.0,22.4,921.4,61.4,209.7,High,0.79
Wheat,2.15,113.9,19.0,63.6,7.23,None,0.0,22.0,1087.0,58.5,147.5,High,0.852
Vegetables,3.88,47.1,43.9,66.0,6.91,NPK_15-15-15,211.3,22.2,779.1,87.5,520.4,Medium,0.48
Wheat,2.0,31.5,25.8,67.5,6.48,None,0.0,26.2,455.4,69.3,109.5,High,0.89
Wheat,1.91,102.7,30.1,76.2,7.11,Ammonium Nitrate,142.6,28.1,1307.0,71.6,1158.5,Medium,0.0
Corn,1.68,18.1,38.6,61.5,6.76,Ammonium Nitrate,241.7,28.6,1203.1,67.0,1806.3,Low,0.0
Wheat,2.8,69.9,36.5,83.9,6.42,Urea,145.5,25.8,765.6,68.2,1014.8,Medium,0.0
Vegetables,2.06,152.9,35.4,73.9,6.19,Ammonium Nitrate,101.2,14.1,945.9,81.8,515.3,Medium,0.485
Corn,1.68,74.7,23.7,52.9,6.34,NPK_15-15-15,268.8,21.7,1284.3,62.0,677.9,Medium,0.322
Wheat,3.26,47.0,30.5,91.7,4.5,Urea,117.4,35.5,1146.2,47.5,1148.8,Medium,0.0
Vegetables,3.34,73.6,35.0,37.8,6.55,NPK_15-15-15,348.2,25.4,337.9,75.4,689.2,Medium,0.311
Soybeans,1.72,73.7,14.4,63.2,6.06,NPK_15-15-15,12.0,25.4,935.3,71.0,-73.9,High,1.074
Wheat,0.71,79.0,28.1,84.3,7.51,Ammonium Nitrate,212.7,25.4,791.3,66.3,1015.5,Medium,0.0
Soybeans,3.01,91.6,40.8,50.5,6.41,NPK_15-15-15,36.3,25.7,1239.6,70.6,43.8,High,0.956
Rice,1.65,49.0,15.8,71.2,5.57,Urea,244.2,11.1,1210.9,60.6,2137.3,Low,0.0
Rice,2.83,117.2,52.3,75.9,6.37,Organic,162.6,22.3,1311.5,65.2,1302.6,Low,0.0
Soybeans,0.62,81.1,54.0,47.8,5.67,NPK_15-15-15,97.0,23.3,458.7,63.4,-273.7,High,1.274
Soybeans,2.91,93.2,16.3,63.6,6.73,None,0.0,30.2,575.6,57.9,5.2,High,0.995
Vegetables,1.23,59.3,55.4,61.9,6.6,Ammonium Nitrate,343.4,23.7,1239.9,79.3,2150.7,Low,0.0
Vegetables,2.78,107.2,32.8,54.0,7.07,NPK_15-15-15,168.1,14.9,642.9,48.1,283.4,High,0.717
Wheat,2.21,68.6,41.3,111.0,5.85,Ammonium Nitrate,159.4,25.7,317.5,90.0,730.5,Medium,0.27
Wheat,1.44,81.9,27.6,49.7,6.42,Urea,158.2,19.3,1036.4,75.5,958.7,Medium,0.041
Soybeans,1.87,51.7,48.8,85.1,5.44,Organic,99.1,17.2,658.5,43.7,-37.1,High,1.037
Wheat,2.75,50.1,41.1,57.1,6.89,Ammonium Nitrate,169.6,19.2,1476.4,62.3,1020.6,Medium,0.0
Soybeans,2.28,92.2,22.8,43.3,6.76,Organic,77.3,26.3,953.7,63.0,-38.1,High,1.038
Soybeans,2.67,63.9,17.5,67.1,6.75,None,0.0,30.0,906.1,69.7,-101.9,High,1.102
Vegetables,3.78,53.7,13.1,78.0,6.4,NPK_15-15-15,246.6,26.0,720.8,53.1,596.3,Medium,0.404
Rice,0.95,58.9,37.8,83.4,6.69,Urea,364.9,26.8,1406.8,65.4,4315.7,Low,0.0
Rice,3.49,92.5,43.6,96.2,7.52,Urea,227.1,26.0,975.5,63.5,2644.3,Low,0.0
Corn,2.28,59.3,44.8,123.9,6.2,Urea,446.8,24.0,707.0,56.1,2279.5,Low,0.0
Wheat,1.48,72.1,33.2,70.0,6.5,Ammonium Nitrate,293.1,27.1,572.1,54.5,1241.9,Low,0.0
Corn,1.14,75.4,17.6,51.7,5.64,Urea,318.1,10.9,824.3,76.0,1378.8,Low,0.0
Wheat,2.05,27.1,24.8,74.1,5.79,Ammonium Nitrate,220.0,24.1,507.8,44.6,940.2,Medium,0.06
Wheat,2.94,38.2,52.3,59.7,6.47,NPK_15-15-15,268.3,18.1,1210.1,70.7,674.9,Medium,0.325
Rice,2.1,83.4,27.7,83.5,7.17,NPK_15-15-15,342.5,29.5,217.1,74.6,1650.3,Low,0.0
Wheat,3.41,56.6,37.2,39.1,6.22,Organic,176.7,22.7,801.2,62.4,200.1,High,0.8
Corn,1.04,101.4,18.9,112.4,6.23,NPK_15-15-15,456.5,23.7,1063.5,65.6,940.4,Medium,0.06
Corn,2.19,99.2,40.0,82.1,6.12,Urea,398.7,15.7,969.7,79.0,2075.4,Low,0.0
Soybeans,1.2,93.0,28.1,31.3,6.03,Organic,19.1,28.8,599.0,56.5,-241.6,High,1.242
Rice,2.49,120.5,50.7,50.8,6.61,Ammonium Nitrate,208.9,26.8,1081.1,57.8,2326.6,Low,0.0
Corn,2.91,72.9,46.6,81.3,5.35,Urea,441.9,26.4,539.9,59.1,2333.7,Low,0.0
Wheat,1.86,91.2,27.6,88.5,7.3,Urea,106.1,19.3,842.2,79.0,677.3,Medium,0.323
Soybeans,0.5,60.4,33.1,39.6,5.93,Organic,39.7,19.5,1078.1,80.5,-423.5,High,1.424
Corn,2.36,136.3,26.7,79.3,6.91,Urea,301.7,24.7,1012.0,48.2,1844.4,Low,0.0
Wheat,2.55,124.6,13.7,26.1,5.51,Urea,100.7,19.9,613.7,77.1,583.1,Medium,0.417
Corn,2.52,75.3,22.1,63.2,6.87,NPK_15-15-15,245.3,25.8,1269.1,74.8,923.0,Medium,0.077
Corn,3.19,84.7,38.0,87.2,6.87,Urea,471.6,12.3,880.3,83.6,2216.8,Low,0.0
Wheat,1.34,109.0,39.9,54.0,6.67,NPK_15-15-15,121.6,21.0,1110.0,69.6,310.4,High,0.69
Wheat,2.74,71.3,37.2,34.9,5.7,Ammonium Nitrate,246.0,32.8,1385.2,64.5,2353.3,Low,0.0
Wheat,3.15,58.6,30.5,67.9,6.57,NPK_15-15-15,252.2,25.8,1241.1,78.7,742.1,Medium,0.258
Soybeans,0.78,96.8,49.0,52.9,5.57,Organic,21.1,24.4,1242.0,73.4,-241.2,High,1.241
Vegetables,2.46,77.0,36.0,77.6,6.22,NPK_15-15-15,262.0,33.8,917.4,90.0,1133.2,Medium,0.0
Wheat,1.8,79.6,45.5,47.3,7.12,Ammonium Nitrate,114.1,11.4,1127.9,76.5,511.3,Medium,0.489
Rice,2.13,54.1,8.4,49.5,6.96,Urea,439.6,19.3,924.8,66.8,3315.7,Low,0.0
Soybeans,2.48,32.1,5.0,24.6,6.41,NPK_15-15-15,35.3,21.4,426.7,50.9,-17.8,High,1.018
Rice,1.81,80.9,39.3,68.4,5.72,NPK_15-15-15,272.9,28.0,956.0,58.0,1670.1,Low,0.0
Rice,1.66,97.6,13.6,61.8,6.85,Urea,290.2,28.1,939.7,47.8,2727.2,Low,0.0
Corn,2.23,69.4,31.8,41.2,6.41,Ammonium Nitrate,315.8,19.0,1054.3,62.4,1635.7,Low,0.0
Corn,1.33,110.9,30.5,68.9,4.78,Organic,265.4,28.7,805.2,76.1,297.3,High,0.703
Vegetables,1.33,57.4,58.8,85.5,6.95,NPK_15-15-15,128.1,21.4,583.5,65.0,331.2,High,0.669
Soybeans,2.74,48.6,41.0,60.7,6.38,Organic,88.9,29.8,1079.8,77.3,52.8,High,0.947
Wheat,1.28,73.3,37.5,70.4,7.24,Urea,218.0,18.1,390.4,69.1,857.6,Medium,0.142
Rice,2.73,72.9,47.6,70.5,5.63,Urea,180.8,22.9,1360.6,60.2,2340.8,Low,0.0
Corn,2.57,94.2,40.5,40.9,4.5,Ammonium Nitrate,382.5,21.0,769.0,66.1,1820.7,Low,0.0
Corn,0.82,55.6,28.1,106.1,6.6,Urea,455.3,29.0,935.9,70.7,3310.0,Low,0.0
Rice,1.66,109.2,51.1,55.6,6.6,Urea,186.0,20.8,1045.5,66.7,2191.2,Low,0.0
Wheat,3.16,124.2,18.4,78.1,5.22,Urea,133.9,23.3,1056.7,66.8,910.9,Medium,0.089
Soybeans,1.42,74.0,39.8,80.4,5.72,Ammonium Nitrate,95.7,26.1,356.9,55.8,201.5,High,0.798
Wheat,1.83,106.2,11.8,62.2,8.33,Ammonium Nitrate,177.7,26.3,1138.4,59.8,1159.8,Medium,0.0
Rice,2.57,48.6,38.1,77.1,6.19,None,0.0,28.1,956.1,90.0,1141.8,Medium,0.0
Vegetables,2.83,101.9,37.9,69.9,6.91,NPK_15-15-15,141.7,24.6,627.7,79.7,386.4,High,0.614
Soybeans,2.0,101.2,60.1,36.6,5.94,NPK_15-15-15,28.7,21.3,587.6,47.3,-28.5,High,1.028
Wheat,1.72,96.6,11.5,58.4,4.94,Ammonium Nitrate,158.3,21.7,733.1,36.6,748.8,Medium,0.251
Wheat,3.34,74.6,26.0,52.7,6.28,Ammonium Nitrate,233.9,23.6,395.4,65.9,941.6,Medium,0.058
Rice,3.59,10.0,47.3,55.8,6.21,NPK_15-15-15,363.0,24.8,1452.8,75.7,2220.3,Low,0.0
Corn,2.98,59.0,40.0,38.9,6.12,Urea,214.8,22.7,1370.2,58.8,1639.6,Low,0.0
Rice,2.27,59.4,37.7,87.5,6.32,Ammonium Nitrate,209.7,23.6,1008.1,77.3,2337.8,Low,0.0
Soybeans,1.55,50.5,20.7,97.0,6.58,Ammonium Nitrate,63.3,15.6,771.8,65.7,-2.1,High,1.002
Corn,1.54,78.1,26.1,84.6,6.29,Urea,406.8,27.0,781.0,63.0,2423.2,Low,0.0
Corn,2.62,64.5,53.7,90.4,5.52,Urea,473.6,24.4,1115.3,74.1,3662.4,Low,0.0
Corn,2.53,54.4,34.2,58.1,6.74,NPK_15-15-15,197.3,28.7,1465.2,58.6,816.9,Medium,0.183
Corn,3.32,48.5,40.6,52.3,5.04,Ammonium Nitrate,348.8,23.5,650.4,61.6,1755.9,Low,0.0
Vegetables,2.72,57.1,33.3,49.4,4.96,NPK_15-15-15,224.4,14.5,458.8,73.0,507.4,Medium,0.493
Soybeans,1.0,103.0,17.3,77.9,6.92,Organic,44.2,21.6,1391.7,64.6,-420.0,High,1.42
Wheat,3.04,58.5,49.0,69.5,6.75,Urea,289.2,22.5,224.5,87.9,1176.8,Medium,0.0
Corn,1.4,62.1,42.5,63.5,6.36,Urea,199.0,27.4,497.0,73.3,1048.2,Medium,0.0
Wheat,1.89,63.6,69.6,90.9,5.42,Urea,271.5,12.7,763.6,72.5,1164.2,Medium,0.0
Wheat,2.4,83.5,19.8,73.1,5.9,Ammonium Nitrate,255.8,23.7,303.8,64.4,952.1,Medium,0.048
Corn,3.8,86.4,47.3,48.2,6.22,NPK_15-15-15,427.0,26.2,1239.3,75.5,1389.6,Low,0.0
Rice,4.69,10.0,15.3,51.4,5.28,Ammonium Nitrate,203.1,20.1,1149.9,61.1,2086.4,Low,0.0
Rice,2.69,100.5,37.4,78.6,5.88,Urea,322.2,23.9,648.8,68.4,2769.9,Low,0.0
Wheat,2.05,110.9,49.6,85.8,6.86,Ammonium Nitrate,211.6,20.2,1297.9,54.0,1076.6,Medium,0.0
Wheat,2.63,48.7,5.0,76.0,7.4,Ammonium Nitrate,220.4,19.7,1357.3,77.5,1425.3,Low,0.0
Corn,2.91,50.7,31.9,102.9,6.11,Urea,189.9,21.4,810.4,68.5,1312.7,Low,0.0
Rice,1.94,63.7,26.6,97.7,6.93,NPK_15-15-15,207.9,19.8,692.3,88.8,1471.7,Low,0.0
Wheat,3.64,56.1,24.5,73.8,5.06,NPK_15-15-15,209.3,27.1,1640.9,90.0,944.3,Medium,0.056
Wheat,2.38,80.6,40.8,48.2,6.86,None,0.0,19.7,1102.4,74.2,130.9,High,0.869
Vegetables,2.6,26.3,51.8,38.8,5.84,Organic,203.3,18.8,939.7,65.8,235.8,High,0.764
Wheat,2.73,47.1,33.0,57.3,6.62,Ammonium Nitrate,123.5,32.7,1327.2,53.6,1019.8,Medium,0.0
Corn,2.54,113.5,38.1,80.1,6.23,Urea,400.2,28.5,955.7,75.9,3280.3,Low,0.0
Corn,2.87,51.8,36.7,101.5,7.32,Ammonium Nitrate,325.3,13.8,673.0,67.5,1360.1,Low,0.0
Wheat,1.71,106.1,35.0,73.3,5.79,Urea,260.6,19.5,878.1,71.5,1368.7,Low,0.0
Corn,1.75,83.9,18.7,88.4,6.84,Urea,426.1,24.8,1213.5,85.8,3699.9,Low,0.0
Wheat,1.32,29.8,51.6,60.1,6.2,Ammonium Nitrate,174.5,25.2,200.0,55.1,620.1,Medium,0.38
Vegetables,2.55,90.9,39.4,77.5,6.29,Urea,158.1,15.7,749.2,53.9,787.2,Medium,0.213
Wheat,2.82,72.1,40.9,81.5,6.27,NPK_15-15-15,263.6,29.5,1334.1,62.2,866.0,Medium,0.134
Rice,2.57,63.6,22.9,25.4,5.81,Ammonium Nitrate,289.9,27.8,670.8,74.9,2660.6,Low,0.0
Wheat,3.54,81.1,28.1,56.7,6.39,Ammonium Nitrate,193.2,26.0,1391.1,71.7,1465.3,Low,0.0
Wheat,2.2,86.9,32.4,84.0,6.36,Ammonium Nitrate,161.5,30.6,1345.2,54.3,1248.0,Low,0.0
Wheat,2.73,92.7,12.0,70.5,6.57,NPK_15-15-15,240.4,25.9,827.1,74.1,679.3,Medium,0.321
Vegetables,1.33,104.5,9.7,41.1,6.46,NPK_15-15-15,307.7,25.8,651.0,50.6,536.1,Medium,0.464
Rice,1.89,85.2,26.0,16.4,6.96,Ammonium Nitrate,202.4,31.6,749.4,54.9,2263.8,Low,0.0
Vegetables,2.76,40.6,42.8,57.7,7.05,Urea,274.9,29.2,1782.6,63.6,3258.8,Low,0.0
Vegetables,2.88,63.2,25.2,63.6,5.66,Organic,301.9,19.1,1506.0,58.4,206.8,High,0.793
Corn,1.96,148.6,19.7,47.3,7.01,Ammonium Nitrate,222.4,26.8,893.9,75.7,1535.7,Low,0.0
Corn,2.14,93.1,22.8,67.9,5.57,Urea,283.5,20.0,637.1,68.4,1427.3,Low,0.0
Corn,0.99,134.2,28.2,75.1,6.81,NPK_15-15-15,468.5,26.1,891.0,86.2,1167.8,Medium,0.0
Corn,1.91,109.9,29.7,78.4,6.83,Urea,408.6,26.0,935.3,62.0,2678.1,Low,0.0
Corn,2.91,81.0,67.5,17.9,5.06,Ammonium Nitrate,189.5,16.3,414.8,63.5,859.8,Medium,0.14
Wheat,2.66,82.5,50.8,38.7,6.47,Ammonium Nitrate,261.2,22.9,878.0,79.5,1488.9,Low,0.0
Corn,2.6,74.1,50.4,58.9,6.07,Urea,449.2,24.9,1312.8,63.9,3500.4,Low,0.0
Rice,2.24,31.6,52.5,76.4,5.87,Urea,172.9,21.2,220.2,82.9,1871.6,Low,0.0
Soybeans,2.21,75.5,20.0,74.8,7.35,NPK_15-15-15,100.4,25.1,1139.3,71.5,174.0,High,0.826
Corn,1.67,105.3,16.7,74.4,5.94,Urea,419.1,27.7,1331.2,36.8,2647.3,Low,0.0
Soybeans,2.76,60.0,18.4,57.3,5.84,Organic,57.7,23.3,653.8,79.1,5.5,High,0.994
Rice,2.54,85.3,55.0,58.4,6.45,NPK_15-15-15,277.0,24.7,1443.0,76.0,1883.1,Low,0.0
Corn,2.59,96.3,26.8,50.4,6.88,NPK_15-15-15,210.2,30.7,608.4,76.4,652.4,Medium,0.348
Wheat,1.78,52.3,16.2,80.4,6.3,Ammonium Nitrate,240.5,26.0,1004.4,42.1,1132.3,Medium,0.0
Wheat,0.5,63.7,28.5,46.6,7.22,NPK_15-15-15,144.9,24.5,742.6,57.0,109.3,High,0.891
Vegetables,3.08,49.6,31.4,82.0,6.77,NPK_15-15-15,208.3,18.5,742.6,57.9,409.2,Medium,0.591
Soybeans,1.82,54.4,39.0,69.2,4.88,Organic,12.8,27.0,633.9,54.9,79.3,High,0.921
Soybeans,1.51,42.8,38.8,64.1,6.03,NPK_15-15-15,100.4,25.2,1094.5,85.9,137.3,High,0.863
Rice,2.75,52.5,22.6,51.9,6.01,NPK_15-15-15,264.7,30.2,1147.1,64.9,1955.3,Low,0.0
Corn,1.89,110.5,45.3,37.9,6.74,NPK_15-15-15,204.2,23.7,827.5,64.6,452.9,Medium,0.547
Soybeans,3.05,52.1,25.4,52.0,4.56,Organic,104.2,14.1,374.0,71.6,184.0,High,0.816
Soybeans,2.69,78.2,32.7,58.4,8.18,None,0.0,14.7,991.1,71.8,54.4,High,0.946
Vegetables,2.75,62.4,45.3,17.6,6.77,NPK_15-15-15,286.3,27.3,997.7,30.0,594.8,Medium,0.405
Rice,1.11,104.5,25.4,61.1,6.5,Urea,402.0,20.5,774.1,57.2,2841.5,Low,0.0
Rice,3.17,107.8,26.5,83.5,7.23,Ammonium Nitrate,379.5,25.8,1503.5,48.0,3409.1,Low,0.0
Soybeans,2.41,96.6,43.9,76.3,8.04,Ammonium Nitrate,70.8,24.1,302.6,69.8,276.9,High,0.723
Rice,1.9,82.7,22.1,55.1,7.01,Ammonium Nitrate,333.0,22.6,200.0,61.5,2196.8,Low,0.0
Vegetables,2.31,69.2,29.2,65.9,7.06,NPK_15-15-15,329.5,23.0,594.2,65.2,656.2,Medium,0.344
Vegetables,0.78,45.2,43.3,53.9,6.49,Organic,154.9,19.0,1098.6,40.1,-43.9,High,1.044
Rice,2.53,123.6,65.8,68.0,6.3,NPK_15-15-15,186.6,23.4,480.5,61.3,1493.9,Low,0.0
Soybeans,1.38,56.0,44.1,95.8,6.07,Organic,105.9,20.5,506.7,78.4,-186.6,High,1.187
Soybeans,1.12,91.6,42.1,84.4,5.82,NPK_15-15-15,102.0,21.6,1182.9,81.9,18.9,High,0.981
Corn,0.98,101.5,43.0,75.4,5.92,NPK_15-15-15,331.1,21.8,1011.9,73.6,712.7,Medium,0.287
Vegetables,3.09,61.1,18.9,55.1,5.45,NPK_15-15-15,201.4,22.3,982.0,49.0,582.7,Medium,0.417
Wheat,1.7,101.0,36.7,80.0,6.35,None,0.0,28.3,1123.5,80.1,50.1,High,0.95
Soybeans,3.43,94.1,34.6,31.3,5.22,NPK_15-15-15,69.6,22.8,701.2,73.7,178.1,High,0.822
Rice,1.77,118.2,39.8,60.0,6.53,Urea,215.4,28.8,717.4,63.6,2457.5,Low,0.0
Vegetables,0.83,63.3,36.7,76.7,6.37,Organic,175.6,31.5,1133.4,40.7,-68.7,High,1.069
Rice,1.31,42.9,40.7,79.8,6.5,None,0.0,27.9,379.3,76.4,1272.1,Low,0.0
Corn,3.19,62.4,30.3,78.4,6.03,Ammonium Nitrate,335.0,26.3,200.0,57.9,1499.5,Low,0.0
Vegetables,2.08,80.2,35.9,70.9,8.5,Urea,339.1,25.2,698.4,69.2,2012.3,Low,0.0
Corn,1.76,76.5,16.6,61.1,7.35,Urea,341.5,28.0,1175.8,65.8,2815.6,Low,0.0
Rice,2.33,65.2,30.2,75.8,5.53,Urea,274.7,24.0,939.4,83.5,3029.9,Low,0.0
Vegetables,2.6,27.3,55.9,45.9,6.56,NPK_15-15-15,265.5,28.6,1150.1,63.5,831.1,Medium,0.169
Vegetables,3.09,86.8,39.8,48.1,5.97,Ammonium Nitrate,224.9,26.7,200.0,64.8,1047.3,Medium,0.0
Wheat,3.36,124.3,34.7,66.2,5.69,NPK_15-15-15,188.7,21.6,960.4,83.9,526.5,Medium,0.474
Wheat,1.91,86.6,63.4,68.5,5.46,Urea,162.6,28.2,1078.9,57.1,1298.0,Low,0.0
Rice,1.14,90.2,14.6,28.5,6.7,Urea,187.7,24.0,377.2,74.8,1955.8,Low,0.0
Rice,1.87,89.3,18.4,74.1,5.92,Urea,312.3,22.9,1151.7,62.6,3051.1,Low,0.0
Rice,2.41,84.9,60.7,80.5,7.08,Urea,331.1,21.0,811.0,53.0,2652.1,Low,0.0
Wheat,1.43,98.3,35.7,63.5,7.1,None,0.0,24.4,1925.0,65.0,85.9,High,0.914
Soybeans,1.43,84.9,31.4,112.5,7.36,None,0.0,28.7,200.0,73.3,-191.0,High,1.191
Soybeans,2.48,67.2,17.0,51.3,5.8,None,0.0,28.1,1329.2,81.2,12.7,High,0.987
Soybeans,2.16,55.1,41.7,57.8,6.73,NPK_15-15-15,2.7,25.3,712.0,82.7,-131.4,High,1.131
Corn,2.23,68.8,43.2,57.1,6.84,NPK_15-15-15,196.7,26.6,284.0,61.5,504.3,Medium,0.496
Wheat,1.59,82.9,18.6,63.5,6.07,Urea,208.9,30.1,665.6,53.2,1257.7,Low,0.0
Corn,2.02,67.1,32.9,58.4,5.86,Urea,430.1,22.7,947.1,61.2,2499.1,Low,0.0
Wheat,1.46,82.9,30.0,36.9,7.53,NPK_15-15-15,251.2,17.7,1213.1,50.8,444.3,Medium,0.556
Rice,2.91,86.0,38.8,54.1,6.56,NPK_15-15-15,215.9,30.3,1452.7,62.4,1949.4,Low,0.0
Vegetables,3.03,95.8,18.2,63.0,6.85,Organic,188.8,20.7,1347.7,60.9,173.4,High,0.827
Rice,0.72,107.1,53.8,89.6,5.82,NPK_15-15-15,186.6,19.9,512.1,73.7,1466.6,Low,0.0
Corn,1.46,77.0,48.7,109.0,5.55,Ammonium Nitrate,471.6,14.2,1245.6,38.5,1824.9,Low,0.0
Corn,1.0,42.3,29.6,91.7,6.0,Urea,208.1,26.5,986.9,56.2,1430.8,Low,0.0
Soybeans,1.68,66.4,31.8,49.5,6.31,NPK_15-15-15,51.7,15.1,620.9,56.3,-88.2,High,1.088
Wheat,2.13,76.1,33.0,51.1,5.66,Urea,261.4,19.6,775.8,79.2,1496.5,Low,0.0
Corn,1.04,29.1,23.3,61.8,6.39,Urea,325.4,26.6,601.6,51.6,1496.2,Low,0.0
Corn,1.46,109.7,28.3,100.7,5.22,Ammonium Nitrate,288.6,27.3,863.0,67.7,1742.8,Low,0.0
Soybeans,1.4,78.6,30.9,61.7,5.62,Organic,90.8,20.1,594.6,63.5,-87.0,High,1.087
Corn,2.37,84.5,59.2,38.4,6.87,NPK_15-15-15,184.3,22.8,490.2,77.5,492.1,Medium,0.508
Soybeans,2.26,109.1,49.2,55.0,6.82,NPK_15-15-15,25.6,19.0,1017.7,72.1,-66.0,High,1.066
Soybeans,1.62,59.2,49.0,80.1,6.13,Organic,35.0,20.6,1070.1,66.5,-97.7,High,1.098
Corn,2.34,89.4,40.5,78.8,5.69,Ammonium Nitrate,428.4,24.9,784.3,58.3,2130.5,Low,0.0
Corn,1.76,72.3,18.2,61.0,5.68,Urea,348.9,20.9,1328.7,42.8,1862.4,Low,0.0
Vegetables,1.98,70.4,34.4,78.7,6.14,NPK_15-15-15,226.4,22.2,758.8,68.0,551.4,Medium,0.449
Rice,3.54,55.7,49.6,19.5,6.85,Ammonium Nitrate,418.1,15.9,744.0,71.4,2692.4,Low,0.0
Rice,3.27,116.6,16.1,67.1,7.05,Urea,176.1,29.4,1081.2,46.1,2294.0,Low,0.0
Soybeans,1.16,65.6,44.5,82.2,6.05,Organic,47.3,26.2,803.7,50.2,-171.1,High,1.171
Vegetables,2.86,92.5,69.8,48.3,5.59,Ammonium Nitrate,129.3,27.6,879.7,68.0,1022.8,Medium,0.0
Vegetables,2.85,28.1,50.9,48.3,6.59,NPK_15-15-15,175.1,30.2,200.0,69.1,402.0,Medium,0.598
Soybeans,1.28,104.5,56.2,27.7,5.82,None,0.0,19.2,855.8,53.1,-130.3,High,1.13
Rice,2.86,101.3,38.3,96.8,6.04,Urea,213.7,21.6,210.5,58.1,1905.4,Low,0.0
Corn,3.43,77.4,49.5,50.6,7.33,Ammonium Nitrate,253.3,13.6,422.7,43.0,986.1,Medium,0.014
Soybeans,1.3,69.3,24.2,69.8,6.98,Organic,57.9,38.0,382.6,81.5,-296.2,High,1.296
Wheat,1.47,85.0,46.9,77.1,6.51,Ammonium Nitrate,259.2,22.7,485.1,49.4,840.5,Medium,0.16
Rice,3.01,132.2,44.8,95.2,5.51,Urea,421.3,28.9,657.9,71.5,3721.2,Low,0.0
Vegetables,2.42,30.9,39.3,61.9,6.55,Organic,183.3,17.1,679.7,64.6,206.4,High,0.794
Corn,2.64,94.6,54.7,54.2,7.14,Urea,263.9,28.7,1082.5,80.5,2535.4,Low,0.0
Wheat,2.47,52.2,26.9,68.5,6.14,Urea,211.4,33.2,927.8,55.5,1799.8,Low,0.0
Corn,2.51,74.5,32.2,90.7,7.35,Urea,454.3,23.2,200.0,65.7,1820.7,Low,0.0
Wheat,1.14,68.8,36.4,61.6,7.3,Urea,155.9,18.2,879.2,44.6,588.8,Medium,0.411
Corn,3.04,64.3,19.6,45.9,7.56,Urea,257.0,22.8,961.4,41.7,1437.5,Low,0.0
Corn,3.14,74.7,38.4,34.2,6.61,NPK_15-15-15,364.6,11.9,735.0,72.2,619.9,Medium,0.38
Corn,2.02,46.6,9.2,40.6,6.81,Urea,441.5,23.3,828.7,43.6,2151.5,Low,0.0
Wheat,2.17,100.7,50.7,82.3,7.39,NPK_15-15-15,250.7,27.8,916.6,62.3,625.2,Medium,0.375
